"@limweijiet Dia nk bagi tahu Sinnovac je…AZ, Pfizer or Moderna is different approached. Perhaps ini konteks “Monopoly” yg dimaksudkan… dia tak tahu yg dia da bagi Pharmaniaga utk Monopoly Sinnovac vaccine 🤦🏻‍♂️",
"Studi Sebut Vaksin Pfizer dan AstraZeneca Efektif Lawan Beberapa Varian COVID-19
https://t.co/xLsYRkddhF",
@hasiffwilson Ohh AZ je la. Tapi dia dapat Pfizer hm,
@Sobri_SS Blm ada lagi boss. Perak ada 2 je buat masa ni (Pfizer dan Sinovac),
@kayniskay Cuma bertanya je status pfizer tu 😓,
"Turned out contractor tak register vaksin lagi, memang aku terus suruh dia register lusa. Dia risau side effects, dia cakap yang China punya cakap takda side effects. Aku cakap balik, Pfizer pun ada side effects, semua ada side effects. Better ambik je AZ dari tunggu.",
Kalau pfizer fasa 3 masih lama dan terlepas slot AZ lagi nampaknya saya perlu makan ikan singgang saja dulu lah,
"@ikmmmml Dia nak kata pharma cuma bekalkan sinovac, kalau pfizer syarikat lain, AZ syarikat lain.. Tak sure heading article yg pelik or dia yg explain confusing..",
@null Studi: Vaksin Covid-19 Pfizer dan AstraZeneca Efektif Lawan Varian India Vaksin   https://t.co/Mon2A03jfI,
ayah dapat pfizer https://t.co/7iJRBqZEvD,
PPUM call aku nak tawarkan vaksin Pfizer sebab aku pengguna ubat Pfizer. Macam VIP pula dapat tawaran vaksin ni 🤣,
"@mier_lan kalau nak pfizer kena tunggu fasa 3 memang lambat,sebab skrg pun still fasa 2 warga emas",
@NurrFarihin ha’ah aku pn ada baca. as well klu pg haji kn. saudi accept pfizer dgn az je. ntah aku pun jadi pening. tp ada negara yg tak x accept az jgk. last2 terus aku malas vaksin kang. ahaha,
@aimixahirah @izzatiiffah_ Pfizer. jumpa dah dekat mysejahtera.,
@njwfrhnhh syoknyaaa. dapat hat pfizer ka wa?,
"@Fahmibinhassan Tapi doc, betul ke hanya vaksin Pfizer dan Az sahaja yg effective untuk covid variant baru seperti varian India? Bagaimana pula dengan sinovac?",
"Bimbo mana ni lol? Kalau tak silap, arwah bukan cucuk az tapi pfizer. Correct me if im wrong. Main taram suka hati mak pak dia je https://t.co/aT3le1Z6rI",
@zamyrajamil diorang mengharap pfizer dgn sinovac juga,
@NurrFarihin katanya nnti dia bukak lg mcm yg sukarelawan tu. start 26hb. tp klu through mysejahtera takkan AZ sbb AZ tu dh dikeluarkan dari program vaksinasi. either sinovac or pfizer,
@adibhlim @JKJAVMY Fuh adib bangsa pfizer,
@edz_emma @HausofHilton usually doc akn bg pfizer instead klau ader maintenance drug.. the condition is like my mum n dad... just get vaccinated... alhamdulillah ... ok... nnt be je ubat2 yg diambil ms nk cucuk... tnjuk dn terus terang ngn doc... ok sis... no worry,
"@FaisRoza Dia insist nak pfizer, sedangkan sama aje🥲Even my brother a doctor pun pujuk tak jalan, jadinya doa je cepat dapat appointment utk phase 2. My parents pun ada jantung &amp; hypertension, high risk, tu yang risau haih. Alhamdulillah your parents dah get the vacc,glad to hear that! 😉",
Besok my mom is taking her first Pfizer jab. Huwaaa tak tipu ye aku nervous sangat. Semoga baik baik jela untuk Mama,
@Vutspon_Fedba Sbb apa tu nak pfizer ?,
Siapalah yg start Pfizer lagi bagus dari AZ ni…,
@khaidisapna @HausofHilton hutong arr dpt pfizer... xyah sedut wap cengkih.... hehe... sy stress dgn -ve vibes pasal vaccine... pedup tawww...,
"@KroniRakyat Agaknya dia tak reti Bahasa. ""HANYA pharmaniaga yang bekalkan vaksin SinoVac"" tapi tidak wujud monopoli vaksin. Apa ni? Kalau cakap Pfizer &amp; AZ sekali mungkin tak monopoli. Orang cakap pasal SinoVac...ini bukan MONOPOLI? Bipoly...Tripoly maybe???",
Public Health England (PHE) mengungkapkan jika kedua vaksin itu efektif melawan Covid-19 varian India. https://t.co/vEgaXVnM8s,
"Lepas dapat 1st dose vaccine (pfizer) then positive covid before 2nd dose, adakah masih perlu tggu 90 hari for 2nd dose tu? tq @JKJAVMY",
@afynafinaa Sbb pendaftaran vaksin sabah sikit.. so allocation utk vaksin AZ kindly impossible.. and fully utilised penggunaan vaksin pfizer &amp; sinovac jak…,
@arifbsantoso Namanya juga sales obat. Sampe bikin jalan-jalan ke USA tuh buat yg mau suntik vaksin pfizer,
@aida_pi @thruMIEEEZA Hahaha mana boleh camtu. Tak fresh dah food camtu. Samalah aku pun nak daftar 26 ni. Kena cepat ni hahaha. Kau tak bolehhh la. Kau boleh pfizer je. Tapi apa2 pun kena consult doctor. https://t.co/lqRElSyrdX,
Aku nk daftarkan vaksin AZ untuk mak bpk aku tp akak aku hasut surh tnggu pfizer..kata AZ ni x bgos la rmai org mati lah..pening kepala den dibueknya https://t.co/fivTopybru,
@imarose95 Pfizer dia bagi untuk org mengandung.. Apa apa tanya doktor kau masa pergi check up nnti,
Chill aku ambik AZ bukan pfizer. Tak payah nak argue lah. Tak semua frontliner dapat pfizer. In this condition no need to choose. Benda sama. Cume different or less side effect. That all 😪,
Alhamdulillah register vaccine awal dalam MySejahtera. My parents dapat Pfizer. And syukur masih ada slot untuk dorang,
"@ferdiriva Ada info u pfizer atau modena di Indonesia gak? Buat bos, ingo dr dia kalo gak AZ, Pfi atau Mode dia pulang kampung harus karantina 2 mgg dl. Sementara kampungnya irlandia n india. Bs hbs cuti dia 😁😷",
"@Fahmibinhassan @REALFAFAU Ohhhh padanlah org selalu ckp mcm ni ""untung laaaa dpt Pfizer..""

I mcm aikk..korg ni x bnyk membaca ke? 🤦‍♀️",
"@Fahmibinhassan Salam. Dok nak tanya. Kalau ibu sy skrg ni guna insulin, adakah sesuai untuk ambil vaksin astra zaneca. Sbb ada pernah terbaca kalau sesiapa yg ambil insulin kene ambil vaksin pfizer. Just nak kepastian. Sbb minggu dpan dapt appointment az. Thank u dok🙏",
Selesai dos kedua vaksin #Pfizer di tanam sebagai perisai. Semoga dijauhi risiko COVID-19. Insyallah. Immediate effect dada rasa dedar. Heartbeat macam laju sikit. Sekitar 90bpm -110 bpm. Tapi tak berterusan. Sesekali ja rasa. https://t.co/uynzB2SRNo,
Sila baca ya  knpe frontliner dpt Pfizer dlu 😀 https://t.co/VD2vM2xael,
"🧪 Vaccines used globally

Pfizer/BioNTech (contd.):
🇵🇦 PA 🇵🇪 PE 🇵🇭 PH 🇵🇱 PL 🇵🇹 PT 🇵🇸 PS 🇶🇦 QA 🇷🇴 RO 🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇬 SG 🇸🇻 SV 🇸🇲 SM 🇷🇸 RS 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇹🇨 TC 🇹🇳 TN 🇹🇷 TR 🇺🇦 UA 🇺🇾 UY 🇺🇸 US",
Ak nk vaksin pfizer  sahaja !,
sudah2 la glorify pfizer and sinovac hanya kerana harga. do some reading for this especially yg muda. ni tak perangai lebih kurang je mcm antivax,
"https://t.co/54CsoAY9Qv

-Vaksin Pfizer-BioNTech 88% efektif terhadap gejala penyakit dari varian COVID-19(B.1.617.2) India dua minggu setelah diberikan dosis kedua 

-Dua dosis Vaksin AstraZeneca 60% efektif terhadap gejala penyakit dari varian COVID-19 (B.1.617.2) India https://t.co/38HnsuTwZp https://t.co/j2iP5RL2BA",
baru ingat nak register utk AZ tapi tak sesuai pulak utk ibu menyusu. HOW? berjanggut la tgu pfizer.!,
"https://t.co/54CsoAY9Qv

-Vaksin Pfizer-BioNTech 88% efektif terhadap gejala penyakit dr varian COVID-19(B.1.617.2) India dua minggu setelah diberikan dosis kedua 

-Dua dosis Vaksin AstraZeneca 60% efektif terhadap gejala penyakit dr varian COVID-19 (B.1.617.2) India

@PHE_uk https://t.co/tEDeMIOTbr",
yg ckp daftar mysejahtera sbb nak dpt pfizer tu. tolong la selama ni kita daftar bukan boleh pilih nak vaksin apa. sapa yg duk sebar benda bukan2 pasal AZ tu salah satu penyumbang jadi lambat. yes gov mmg lambat tp si bodoh ni menyusahkan lagi,
Dah satu hal nak manual pulak. Apa fx MYSJ gitu? &amp; that ‘siap dapat pfizer’ lmaoooo https://t.co/7u0SzVwOGY,
"Semua penerima vaksin kena alert ya dengan dos vaksin yang akan dimasukkan. Make sure minta dia tunjukkan sebelum dan selepas vaksin jarum tu. Tapi saya yakin our FL takkan buat mcmtu. For your info, the actual dose per jab

Pfizer: 0.3ml
AstraZeneca: 0.5ml
Sinovac: 0.5ml https://t.co/qYbTlcSuPT",
Studi Inggris: Vaksin Pfizer dan AstraZeneca Sangat Efektif terhadap Varian Covid-19 India https://t.co/shh09edp3q,
"@aeimandannial Tengok feedback sep sep hok tua doh ye kabo koho tua koho sikit side effects hahahah. Colleague aku ayoh ye umur 88. Side effects pfizer second dose, demam nge muscle ache. Tu molek ada gi kebun lepah tu hahah",
"Vaksin : Pfizer
Selepas suntikan pertama dan kedua, rasa mengantuk, tangan rasa sengal, pening, demam &amp; batuk pada hari kedua hingga hari ketiga. Kemudian, masa demam tu saya rehat banyak-banyak &amp; telan panadol. Selepas tu sihat walafiat, alhamdulilah😃 #PengalamanVaksin https://t.co/mW6s3wjJw5",
"@aeimandannial Member aku setakat hok cucuk pfizer ni second dose je ada hok demam, dokrok seme seme tu. Weh lengan aku bekok dekat cucuk kalu paka baju kurung pun napok HAHAHAHAHAH macam popeye",
"@fad_jjj @izzatiiffah_ yup, apa yg ak perasan even kad utk pfizer and AZ pun berbeza, sinovac tak sure",
Mak aihh boleh pilih mcm kuih ke..🤦lantak la jnis vaksin apa yg pting dh dpt cck..fungsi ttp sma.. mgurangkan kebolehan jangkitan covid19..!!! Kan doc..💁@HausofHilton ..dr dlu x pernah bkira jji cck..kalau dpt Pfizer dh rezki..tp mmg x kisahlah apa jnis vaksin ok Aje.. https://t.co/a45PPK0vtm,
@cha0lala Tak ada apa la dik... dont worry .. kak ekang pfizer dua dua.. tak ada apa. Demam tu biasa,
Aaaa bila ntah nak dapat. Tapi people like me perlukan pfizer sebabnyaa bakal jadi bf mommy. Huhuhu https://t.co/ZfChiaqywg,
"Komite Olimpiade Indonesia (KOI) mendapat tawaran vaksin Pfizer dari Komite Olimpiade Internasional (IOC) untuk para atlet yang akan akan berlaga di Olimpiade Tokyo, 23 Juli-8 Agustus mendatang.

 https://t.co/m2bORgsshY",
"Perawat Keliru, Wanita di Italia Terima Sekaligus Enam Dosis Vaksin COVID-19 Pfizer https://t.co/WIvp1SJK9F",
"Anyone yg rasa AZ vaccine ni tak elok nak juga amek Pfizer, here you go👇 https://t.co/GQYVWN98Fo",
@SyazwaniSakura Yup. mak aku frontliner tp xambik sebelum ni sbb ada major operation sblm ni. Now DR dah clear bleh ambik dan dpt vaksin sbb kategori berisiko tinggi. Next week adik aku yg ada kad oku. Masih dapat pfizer katanya. So ok la.,
"@putih_wan @fahmi_fadzil then yg pfizer &amp; yg lain2 nak letak kat mana? siapa pula nak urus? 

will private hospitals &amp; clinics charge at cost/vial to every patient? ataupun ada additional cost?",
@LNTHRY Mak aku takut sebab dia ada darah tinggi. Dia nak ambil pfizer. Tengok lah macam mana. Aku pujuk dia nanti daftar sekali. Sebab aku dengan Najwa nak ambil AZ. Aku ada gak baca AZ yang blood clog tu. Katanya waktu dose kedua lah apa lah. Aku tak reti nak cari jawapan counter attck,
Kenapa tak guna Pfizer sahaja kalau keberkesananya 93% ? Kos ke? https://t.co/2k6cQRu7dS,
Mekah buka utk haji utk pfizer &amp; AZ. So antivaxs mcm mana? 🤣,
"Menurut studi Public Health England (PHE), efektivitas vaksin Pfizer melawan virus corona varian India sebesar 88 persen sedangkan AstraZaneca sebesar 60 persen. #kumparanNEWS https://t.co/oClqnrVMON",
"menteri2 dpt vaksin pfizer, sampai tang rakyat dpt vaksin astrazeneca, bab ni je dah nmpk double standard 🙄",
Mak aku request nak vaksin pfizer sama level dgn PM...bila lg nk demand 😆,
"@aisyazlina i dapat az, my parents dapat pfizer semalam ^^",
"ada family ckp pasal ni.aku jawab senang ja.kalau semua hentam pfizer,katakan variant tu pfizer xdpt cover,menggelupur satu negara.baik la bebanyak jenis then kalau satu vaxx lumpuh,ada lain duk cover. https://t.co/9kNnffXqKu",
@jayroslan @msmaheran Phase 2 dah start. Yg umur 60 ke atas with comorbid akan dapat date cepat. Then less than 60 with comorbid. Lepas tu 60 ke atas non comorbid pulak. Stok mana yg ada la kt ppv. Pfizer or sinovac. Cannot choose.,
Nak pergi haji perlu vaccine AZ dgn pfizer je ke ? Nanti i call travel tabung haji tanya. 😩,
@SyazwaniSakura Lol.. ramai je rakyat marhaen dpt pfizer. Mak aku kejap lg cucuk vaksin pfizer sbb perlis masih available. Benda susah dapat sbb amerika bolot mmg la. Xnak cucuk takpa tp jangan hasut org lain dgn kebodohan. Jgn plak dgr lps ni dia cucuk vitamin c masuk dlm badan. Haha,
"@faizwhere @suhailifaizzi @Khairykj Rasanya, tiada orang dijanjikan vaksin Pfizer. Ada je yang dapat Sinovac untuk frontliners. Tak nampak pula mereka complain tak dapat Pfizer. Makanya, apa-apa vaksin adalah terbaik buat masa sekarang ni. Kita nak mencapai imuniti kelompok dahulu.",
"Pfizer guna teknologi vaksin mRNA. Sinovac guna virus dimatikan. AZ guna viral vector. 

Kesannya masih sama. Badan akan hasilkan antibodi beberapa minggu selepas disuntik. 

Keberkesanan dan keselamatan semua vaksin ini didapati setara apabila digunakan secara luas di dunia.",
"Sejak ada Sinovac, bekalan ini dibahagikan mengikut pusat. Jadi ada yang dapat Pfizer, ada juga Sinovac. 

Bila mula fasa 2, kedua-dua jenis ini diberi kepada orang ramai, tak kira frontliner atau awam.",
"Nak tunggu Pfizer ke nak daftar Astra?

Mengikut risiko di Lembah Klang ni, lebih baik ambil yang cepat boleh dapat....",
"Setiap vaccine yg dikaji tu ada perbezaan method, perbezaan population. So nak compare pfizer, az or sinovac mana lagi bagus tak boleh lah. Because each vaccine have their own method. Benda ni kau kene baca tengok video, kene banyak baca.",
@widysaaja @tabodanita mengurasi risiko tertular iya si.. AZ &amp; pfizer setauku iya. studinya udh ada jg https://t.co/hgOiUvsvD2,
"Pokok pangkalnya, get yourself vaccinated. Tak kira lah Pfizer or AZ. https://t.co/vg2RwH3auw",
@zai_zainod Terima lah kenyataan pfizer hanya utk frontliner and politicians,
@btsvkookheart @tabodanita Aku pernah baca kalau vaksin pfizer memang bisa mencegah penularan makanya CDC bolehin gak pakai masker..,
@XXXbyefelicia Haziq kan dapat pfizer. Mana ada blood clot risk. Nak gebang pon betul la sikit,
@AzieFauzi_2511 @nizambakeri Betul betul. Cousin I Cikgu di Kedah semua dah start dapat. Ada yang Pfizer ada Sinovac.,
@MiraSueMZ @nizambakeri Sekarang ada yg dpt sinovac juga..mcm my dad pfizer..mom sinovac,
@RashidYusoff11 pastu dia confident kan kita on track skrg and claim dapat dari awal booking date.. aku syak dia ambik Kira masa Pfizer first batch pastu dia tak update or KJ tak update kat dia dh or team yg report kat Dia tak tunjuk current trend,
Pfizer-BioNTech Janji Pasok 2 Miliar Dosis Vaksin Untuk Negara Miskin dan Menengah Dalam 18 Bulan ke Depan https://t.co/I7S4bL5lfL,
"@eleanakamal Tapi ni from my point of view la.. Ckp ot kwn ko tu, kalau nak pfizer meh daftar kat seremban.. Setakat ni kat seremban je yg dpt pfizer.. Tapi while stock last la 😂",
"Mimpi ambil vaksin semalam. Mula mula aku ambil astra tu. Lepastu pfizer pula sampai, aku ambil juga. Then 2nd dose pfizer tu aku dah gelabah boleh ambil ke ni sbb takut overdose. Cerita kat husband aku dia kabor aku dalam mimpi pun over. 🥴 K",
"✌️ dosis 2 
#Pfizer
#igottheshot 
#Done 
#BidenAndTrump https://t.co/nDfjQ4n3Vd https://t.co/x0XAmCPbuz",
"Bagi yang tidak termasuk dalam negeri yang dapat AstraZeneca, boleh check Klinik Kesihatan berdekatan dan daftar ibu bapa secara manual. Takperlu meroyan di Twitter. 

Kalau mak ayah anda memang check up dekat KK every month, boleh tanya klinik. Siap dapat Pfizer. Sekian PSA.",
@AinaAdllina Jika org tua awak dh ambik PFizer . Lagi bagus . Boleh rujuk poster ini. https://t.co/6bHll7uCtC,
"Esok cucuk second dose pfizer untuk uwo, semoga baik baik saje, and my uwo umur dah 90 lbh.",
"Laporan itu mendedahkan bagi strain B117, Pfizer mempunyai keberkesanan 93 peratus manakala AstraZeneca 66 peratus.

#ICYMI #AWANInews #AWANIpagi #HapusCOVID19

https://t.co/BhRyz8RtSA",
"@Fahmibinhassan @kilahhnaim Ada dgr org claim pfizer lagi selamat dan bgus drpd astrazeneca, betul ke? Lpstu dieorg duk berebut tggu turn hat pfizer baru nk isi borang cucuk semua, katanya kalau selain pfizer tak nak cucuk😓 Feel free to share the information.",
Indonesia Dapat Tawaran Vaksin Pfizer dari IOC https://t.co/NVnwZdnGrI,
"Senior Scientist, PKPD/QSP Modeling and Simulation - La Jolla, California - Pfizer #ScienceJobs https://t.co/S6Oeycwl3E",
@NodaMembundle @HaramainInfo Di asosiasi sih masih pfizer,
Vaksin AstraZeneca dan Pfizer &gt;80% Efektif Cegah Infeksi COVID-19 Varian India https://t.co/5vrbeDQuny,
Vaksin AstraZeneca dan Pfizer &gt;80% Efektif Cegah Infeksi COVID-19 Varian India https://t.co/97T6eIhOIh,
"Komite Olimpiade Indonesia (KOI) mendapat tawaran vaksin Pfizer dari Komite Olimpiade Internasional (IOC) untuk para atlet yang akan akan berlaga di Olimpiade Tokyo, 23 Juli-8 Agustus mendatang.

https://t.co/ZGEo6qOvdb",
"Jelang Tampil di Olimpiade Tokyo, IOC Tawarkan Vaksin Pfizer ke Kontingen Indonesia #LengkapCepatBeritanya #Olahraga #Sport  . https://t.co/Vkb9o2p7hn",
"Astrazeneca... pfizer... sinovac...

Dah berbulan aku isi borang persetujuan terima vaksin. Satu apa pun xde.

Ad Astra Abyssoque je hari² aku dapat.",
"@fazvader Aku tunggu je lah Pfizer , maleh aku . Aku bukannya keluar rumah sangat pun",
"Syukur ibu willingly to register vaccine AZ. Tak perlu pun aku tlg tau2 dia ckp dia dh register. Soalan dia 1 je, ‘vaccine apa yg bagus kak?’ My answer ; semua vaccine sama je bu, setiap org effect dia lain2, depends on antibody org tu, ada je dpt pfizer tp demam, yg AZ relax je",
Ye la siz poket kau full je vaksin pun awal2 lagi dh dapat pfizer lak tu. Yg lain nak mati pun matilah kan? Ehhh nate ni geree aku kabinet berpuluh2 habuk pun tarakkk puihhhhh https://t.co/0pAaazMgEI,
"🧪 Vaccines used globally

Pfizer/BioNTech (contd.):
🇵🇦 PA 🇵🇪 PE 🇵🇭 PH 🇵🇱 PL 🇵🇹 PT 🇵🇸 PS 🇶🇦 QA 🇷🇴 RO 🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇬 SG 🇸🇻 SV 🇸🇲 SM 🇷🇸 RS 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇹🇨 TC 🇹🇳 TN 🇹🇷 TR 🇺🇦 UA 🇺🇾 UY 🇺🇸 US",
"Make sense tak kalau sis cakap the vaccine itself kat MY ni tak ckup.... 

Mana pfizer ? Mana sinovac ? Knp bg kat volunteers utk ambik astrazaneca ? 

Macam mana dgn rakyat yg requested thru MySejahtera. Tak dapat2 pastu yg volunteers tu p kasi certain negeri ja. 

Explain pls.. https://t.co/09YZ923xaE",
@Aryan_warlord @Prasannasimha @pfizer gajab...,
"Indonesia dapat tawaran vaksin Pfizer dari IOC - #INDONESIA

https://t.co/KW4s5emQih",
@msisodia Chichodia Pfizer ka Dalal,
"@nfarraz Tak call ke mintak postpone? Nenek aku terlepas date dia utk pfizer, aku call 1800888828 then dia bagi date baru (dalam sebulan lagi)",
"250 Rs per jab sabhi sarkaar ko free me chahiye Covaxin, magar Pfizer jo USA company hai 2400/rs per jab kendra apko kharid ke de, jo apni gunwata ka jawabdehi lene ko taiyar nahi, kitne paise mile hai prachar ke liye? https://t.co/lWCa8EvGs7",
@ferdiriva Saya disini pakai pfizer,
@radinmikah astrazeneca ni nak ambik ambik tak mahu tunggu pfizer dan sinovac. dah tahu astrazeneca terhad. jadi simpanlah  bodoh tu,
"@AamAadmiParty @msisodia Achha phele Covisheild toh mil jaye pfizer ya moderna toh bhut zada door ki baat hai...
https://t.co/cQfIX80TJA",
"@PTI_News Wow wow,
Pfizer or moderna milegi 
#12thboardexams wlo ko,
Sbse mahengai vaccine 😂😂
Hme nhj lagta😂🤦",
Itu AZ. developer vaccine pfizer tu ORANG ISLAM TAKDA PULAK MANGKUK MANGKUK ANTIVAX NI nak ambil vaccine pfizer pulak 😤😭,
"kakak sulung aku register astrazeneca tapi dapat pfizer. dia bukan frontliner pun.

abang aku register vaccination program tak dapat2 lagi.

aku anak kedua bile tah nak dapat..",
"India need Pfizer
Modi ji suno pukar aur mangawao corona se ladne ke saare hathyaar",
"@ETNOWlive @pfizer @msisodia Jabardast specs Sisodia, pfizer se bol ke, 32inch ke size ka underwear bhi banwa lo @Being_Humor @Himanshu_Tyagii @PrinceArihan @Shehzad_Ind @sambitswaraj",
"ada sosiolog puji2 kebijakan Netanyahu yg serahkan data masyarakat Israel ke Pfizer, biarkan Pfizer tdk akan dituntut bila terjadi KIPI, KIPI sepenuhnya ditanggung pemerintah Israel, dan Israel bayar vax Pfizer 2x lipat dr harga yg dibayar uni eropa.
~
cari hidup ga senista itu",
@ETNOWlive @pfizer @msisodia Bhai Pfizer ke marketing ke kitne mile ?,
Dah la belum sampai lagi AZ ke Kedah. Hope in nearest time dpt Pfizer for mak. Amiin.,
"@DilipGhoshBJP Keno re atodin to tor Modi baba Make in India vaccine nie lafalafi korchilo, tokhon ora Pfizer, Moderna, Johnson eder charpotro deyni keno ba Make In India vaccine r e porjapto order place koreni keno? 2i gomutra kha, o e jnye mathay gobar bhore geche.",
Setakat ni Saudi dah add on lg 2 vaccines: Moderna &amp; Johnson. Total dah ada 4 vaccines yg approved utk masuk haji or umrah. Yg 2 awal tu pfizer and AZ.,
"@microsoftnews Fyi ...Dr 
https://t.co/alowzSxOOh",
Bukan atlet2 tu dapat pfizer ke?! https://t.co/5JOhY3FzQV,
@pfizer ki dalli hai @AamAadmiParty kitne mein bike ho @msisodia @ArvindKejriwal https://t.co/JIBiMGMPqn,
@kookylatae Kwn German sy awal2 ckp yg semua police kat branch dia cucuk AstraZeneca padahal German yg keluarkan Pfizer vaccine dan keutamaan tuk diorang dot Pfizer tinggi. Diorang pun xkalut mcm netizen kita. 🙂 https://t.co/Kce2itMpIJ,
@chiyaya_ Masih ada yang x dpt lg. Yg umur 70 thn ke atas pn x abes vaksin. Maybe stok Pfizer nak abes so dia open yg umur 60s above sape yg blum tu amek AZ instead.,
"@rupasubramanya bhai az bahut side effects hai,,  humko suddenly pfizer ke uper switch karne chahiye,,,",
@tuhins @BDUTT Sir inko Kuch nhi pta in sabko Pfizer ya Moderna lagwa do.,
@syafiqali7 dia ni kena inject pfizer ke kena inject budu?,
"Disebabkan vaksin AZ kali ni open 1.24juta, dan golongan tua yg mendaftar pun tidak sebegitu ramai, besar harapan untuk @JKJAVMY open pada khalayak ramai yang sangat inginkan vaksin AZ. Pilihan aku, 1st AZ, 2nd Pfizer. Sinovac no! Johnson n Johnson no!",
@ajitanjum To tumhare Pfizer mai kyu dard ho raha tha?,
"@Getaloksingh @msisodia kyu az india ki tatti hai,,  double mutant app sabi ke ma behan kardehi bhai,,  im from south india,, yaha ka hal pata nahe apko  , young log mar rahe 30+ ke 40"" is double mutant ke wajese plz stay,, ab sirf pfizer option jo 88% immunity deti,  double mutant per,, https://t.co/n04X40qKQh",
"@ETNOWlive @pfizer @msisodia Nikammi delhi sarkar ka nikamma   mantri hai ye @msisodia , he has no idea about vaccine contract, lekin muh mein jo bhi aya wo bak dena hai bas, failure @ArvindKejriwal made a joke of delhi people.",
@hajaarudin then pilih apa? pfizer?,
@AidxlGerrardo @LeilaMajnun_ Dapat vaksin apa? Pfizer ke?,
@HaramainInfo Cha masih harus Pfizer apa paksinopak boleh? @IchaVarma,
@zulaikhafadir_ 2r2 tapi nak pfizer pulek. tapi ni mcm dah ok sikit kalau az pon huhu,
@ETNOWlive @pfizer @msisodia Dalla dekhlo .,
"@GauriDesaiAAP @raghav_chadha India's population is 130cr legally 
Dimag hai kuch ki ase hi natak kr rahe ho Politics k naam pr ?

130,000,0000 × 1500 (Pfizer) = ?
👇
195,000,000,0000 kharab 
Kharab mtlb pata to chal raha hai na ? 
Desh ko bhikhari bana na chahte ho kya ? 

Pehle beds ka RR fir oxygen aur ab",
Dulu ckap dah order pfizer untuk half dari population.. Dan another vaccine untuk tampung lepas tu.. Skrang dia suruh ramai2 pulak daftar untuk astra.. Mana pi pfizer? Belanja 2 billion untuk pfizer.. Yg dapat ratus ribu ja..,
@faszxoxo Kt apps tu vaksin Pfizer rasanya.,
"i dont think people above 60 prefer nak ambil pfizer than astrazeneca. boleh jadi dorang tak tahu pun apa beza vaksin pesemua. maybe anak2 dorang yg tak daftarkan atau they are not alert abt how to register, when to register etc. so the problem is the antivax💁🏼‍♀️",
"Kadang kadang kita taktau dah nak cakap macam nak convince kan family atau kawan kawan untuk ambik vaccine tak kisah la Pfizer ke, AstraZaneca ke. So kita mampu Retweet jela tweets yang bagi awareness tentang kebaikan vaccine ni 😊🥺",
Ooo.. pfizer sikil jr 0.3ml... yg lain² 0.5ml.. https://t.co/XttNqMdM0o,
"@msisodia Aa gaya Pfizer ka dalal.

Nahi lenge Pfizer, jo ukhadna hai ukhad le.",
@introspection31 @ZunairaRasheed4 Suna hai next week Pfizer or Moderna b aa jayen gi wo lgen gi travelers ko.,
"@Fiq21 My dad memang dari 2020 tak pernah keluar rumah lagi HAHAHAHA. Dulu waktu covid kurang pon aku tak bagi dia keluar lagi. Bukan apa, if kena he'll be the fastest to deteriorate. At least my mom got pfizer. Anak2 dia yang keluar masuk rumah ni harapkan masks &amp; sanitizers ja la 🥶",
"@MustaffaAlBakri Tumpang tanya, apa beza kalau umur yg 60 ambil Pfizer daripada Astrazaneca ni ya?",
"Ya Allah, tak habis lagi ka isu i-nak-ambik-vaksin-tapi-nak-pfizer-ja-sebab-az-tak-bagus? 😂😂😂",
@msisodia Are bc hamre pass jab apni vaccine hn to q bhahar ki baat kar rhe ho kitna pesa de rhi hn pfizer,
"Chlo kahi toh US ki barabari kr rhe h. 
Modi h toh mumkin h😂😂
#PMSales #ModiHaiTohMumkinHai #Pfizer https://t.co/x1EPlAxl6P",
"@aijaarrr Aku brainwashed dorg dgn cerita org meninggal psl covid, varian baru ni bahaya dr cat 3 boleh terus jd cat 5. A bit harsh tp alhamdulillah dpt buka mata dorg. Memula dorg tknk AZ, nk pfizer tp lepas dh dgr cerita menakutkan terus dorg minta aku daftar",
dapat pula pfizer,
"Just take a vaccine lah. Dah cucuk, masuk badan, vaksin pon tak nyempat nak cakap ""aku pfizer, annyeong"" 🤣. haihhh padia la semua ni https://t.co/7ddtgsmxbI",
"Weyh, ayah aku ada diabetes. Tp takda la smpai cucuk insulin. Boleh ke dia ambil vaksin AZ? Or patut tunggu pfizer/sinovac",
"@msisodia Kyu sirf Pfizer!
Itna pyaar kyu sare vipaksh ko Pfizer se.",
@hasanaharidin Itu la tu Sanah. Aku refer latest 17May tu lah ibu menyusu sesuai Pfizer je tapi entah bila pula turn nak tunggu dapat 😩,
"@aii_chanx Bukan, waktu register di MySejahtera kan ada isi berkaitan penyakit, rasanya kalau ada penyakit dia akan allocate slot Pfizer tapi tak pasti bila. Sebab dah ramai yang berumur dapat slot vaksin, mungkin Sinovac.",
@MiraFaiza @shvhrl @Being_Me_Sara @fareezropi @syahredzan Ppv yg guna pfizer bkn k ada stiap daerah.. AZ ni just booster untk lajukn bilangan yg disuntik..  Untk warga emas jgn risau akn diberi dlm masa terdekat..,
