Tweet,Nilai,,,,,
"@colosaloficial @DrDanielSalinas Siiii, ahora siiii, estaba re preocupada, mi viejo se da el lunes la 2da, de #Sinovac, con mi tía y ninguno de los 2 tuvieron síntomas de nada, por suerte, andan volando jajajaj,Graciass",,,,,,
"@Bernardod @PatriiSad @Chequeado No estás diciendo nada pedazo de boludo. Que carajo me importan que la AZ y la Sputnik las difieran, si a los míos le dieron la sinopharn, que no se sabe una mierda y su vacuna más similar por tecnología y origen es la Sinovac, que con una dosis no hace nada.",,,,,,
Sinovac udah ditubir gila-gilaan kok yang ini belum yah? 🤭🤭🤭,,,,,,
@DrDanielSalinas Podría explicar el motivo por el cual mis viejos y un montón de gente más con 1era dosis de sinovac en Maldonado están apareciendo como sin fecha de segunda cuando ya tenían confirmado día y hora. Cómo si nunca se hubieran agendado? Al llamar al msp la respuesta es que no saben?,,,,,,
"@chinasuarez Ustedes los platudos tienen que moverse? Tienen  que mantener su estilo de vida. Acá en Uruguay lo recibe el Virrey ""Perillas"", les da una residencia en 24 hs y te vacunan con Sinovac.",,,,,,
@CarlosJoaquin @SESA_QROO Pues nada porque en Cancún pusieron la China ( SINOVAC ) y no sirve para nada pero eso si a la familia del Gobernador le pusieron la PFIZER en Chetumal Cozumel y Playa del Carmen,,,,,,
"Na terça, a entidade que controla o futebol na América do Sul anunciou que recebeu 50 mil doses do imunizante da empresa chinesa Sinovac Biotech e pretende distribuí-los para clubes e seleções do continente. #SQN",,,,,,
"“Será un buen día”: Marcelo Ebrard anunció que este jueves llegarán 487,500 dosis de Pfizer y 500 mil de Sinovac https://t.co/dyZMluhRG0",,,,,,
@JoFizonacero @juancarlossaid Se llama coronavac la vacuna el laboratorio es sinovac,,,,,,
"TINGNAN | Dumating na sa lungsod ng Legazpi ang 4th batch ng bakuna para sa  DOH Bicol. Binubuo ito ng 20,400 doses ng Sinovac sakay sa PAL plane lumapag sa paliparan ng Legazpi at agad na dinala sa storage facility ng DOH Bicol. | via Nancy Mediavillo | RP1 Albay https://t.co/6t2HWcO1Xm",,,,,,
Habemus anticuerpos contra el SARS-CoV-2 🥰🥰🥰 #yomevacuno #sinovac,,,,,,
@501Awani Untunglerrr dok Singpor ..... duduk Msia ... dapat Sinovac tak de pilihan ... tu pun tak tau dapat te idakk ...,,,,,,
@anniecanizares Mi abuelita de más de 100 años tampoco. Aparte las autoridades dijeron que a los adultos mayores se los vacunaria solamente con Pfizer pero ahora en los noticieros se ve que los están inmunizando con Sinovac.,,,,,,
Que bueno que vacunen a los maestros con esa mierda de Sinovac. Ojalá se acaben todas con ellos.,,,,,,
"@Pepi1985 @Ricardo96813885 @lejiraf @JMLongombardo @C5N Ahh que mal...igual todos los días son muy noticiosos, y a los temas hay que darle varias actualizaciones como con la efectividad de Sinovac por ejemplo, subió de 50,4% a 62% en ensayo fase 3 Brazil y el viernes sale informe fase 3 Chile, osea está movido",,,,,,
"El futbolista argentino Lionel Messi regaló tres camisetas firmadas del Barcelona con su nombre y dorsal a la empresa farmacéutica china Sinovac Biotech.
#CdVictoria #Tamaulipas 👏👏
https://t.co/CQxbJHxy4w https://t.co/SrQcs518nw",,,,,,
"A latest study of Butan Tan Institute, Brazil showed when the interval between 1st and 2nd doses of #Sinovac's #CoronaVac vaccine exceeds 21 days, its effectiveness for patients with #COVID19 including mild cases that do not require medical attention can reach 62.3%. https://t.co/WtPn1O2Ow6",,,,,,
"#Indonesia's government says it is satisfied with effectiveness of Chinese coronavirus vaccine it has been using. Clinical trials in Indonesia for #vaccine from #Sinovac showed it was 65% effective, said Siti Nadia Tarmizi, a spokesperson for Indonesia's COVID-19 vaccine program. https://t.co/x0sECRA8dk",,,,,,
"@LuisFSuarezV @FNDCol @Teleantioquia @Telemedellin @elcolombiano @NCAntioquia @CaracolMedellin @RCN990Medellin @BLUAntioquia @emisoraudea @SaludAntioquia @lunabusa_lina Señor Gobernador (e), mi abuelo de 94 años sigue a la espera de la cita para la aplicación de la segunda dosis de sinovac por parte de @DirComNuevaEps (después de ser cancelada su cita inicial)
No se comunican con nosotros ni dan info. Qué más podemos hacer?Gracias @MinSaludCol",,,,,,
La eficacia de la @Sinovac para casos graves que lleven a UCI es mayor al 90% ? https://t.co/59fu416ug0,,,,,,
🔴#AHORA | El titular de @SRE_mx @m_ebrard  informó por medio de sus redes sociales que mañana jueves llegarán 487 mil dosis de las vacunas de #Pfizer y 500 mil de #Sinovac https://t.co/QWnKijw3kN,,,,,,
"10 cases were sent to hospital after vaccination on April 13th

Sinovac: 2 cases from 13,177 vaccinations: Hospitalisation rate 0.0152%

BioNTech: 8 cases from 27,289 vaccinations: Hospitalisation rate 0.0293% https://t.co/d7wGr72kve",,,,,,
"As of 8pm last night,  about 4,400 persons have made online bookings for receiving their first and second doses of the Sinovac vaccine, while about 12,600 persons have made online bookings for receiving their first and second doses of the BioNTech vaccine.",,,,,,
"🇭🇰 COVID-19 Vaccination Statistics, April 14th

Sinovac: 3,901 received 1st dose. Total 359,442
11,754 received 2nd dose. Total 177,386

BioNTech: 12,988 received 1st dose. Total 272,849
3,427 received 2nd dose. Total 141,319

1st dose: 632,291
Fully vaccinated: 318,705 https://t.co/kMc2sgq3sM",,,,,,
"Brazilian researchers said Sinovac’s inactivated virus vaccine, known as CoronaVac, is 50.7% effective at preventing symptomatic Covid-19 cases&amp;the efficacy rate against cases “requiring assistance”&amp;cases showing moderate-to-severe symptoms was 83.7% &amp;100%
https://t.co/BmyMTCgHlO",,,,,,
"@joeytrenas77 Anong klaseng gobierno ito n pinayagang magamit ang Sinovac s mga seniors ay wala p pala sapat n pag aaral dito! To those concerned who gave the go signal, pina tutulog  pb kyo ng konsensya nyo?",,,,,,
@CuarentenaVip @foxsimil Mi esposo es médico se dio ya las dos la primera no le causo nada la segunda un poco de cansancio un día. Mi hermana se dio la misma y fue al revés la primera cansancio la segunda nada.mamá se dio la primera de sinovac y todo bien.,,,,,,
@MaliciaVp La Sinovac...y a ti...?,,,,,,
@CuarentenaVip @Fabiana44227469 Yo me dí la segunda dosis el 5 de abril y me dió mucho sueño lunes y martes pero nada más. A varios conocidos  les pasó igual. A mi me tocó Sinovac,,,,,,
@paololuers Una pregunta seria Paolo: ¿no te dio desconfianza vacunarte con la Sinovac?,,,,,,
"❤️ Messi Jersey! @Sinovac announced 50,000 doses of vaccine for @CONMEBOL.
Argentine superstar signed 3 shirts to thank the Chinese company whose directors happen to be his fans ⚽️
@ARG_soccernews @BarcaNaija @Messi_Worldwide @talkfcb_ @GonzaloBelloso7 https://t.co/qArbvurT2u",,,,,,
Cómo puede ser que un adulto mayor haya sido vacunado con FIZER y le escriban en la tarjeta SINOVAC? Ahora el consultorio Stegger de CERRO NAVIA no tiene antecedentes y quiere darle 2 dosis más. @CerroNaviaCL @YoteayudoC @CerroNaviaJJCC @MinisterioDeS11,,,,,,
"@martinlionelal1 @fromthewest86 @tequeriadecir @diecou Pequeña diferencia, sin publicar. Aún así estás hablando de dos dosis, estamos diseñando estrategias con una dosis. La sinovac de Chile tiene u 60% dos dosis. Eso no es malo en contexto de escasez, pero u a dosis sola en esas, es indefendible.",,,,,,
La Federación Ecuatoriana de Fútbol (FEF) anunció que vacunará contra Covid-19 a los integrantes de los equipos masculinos y femeninos que disputen los torneos locales de la primera división. El proceso se da tras el acuerdo entre la Conmebol y Sinovac,,,,,,
Prof. Ceyhan’dan Sinovac ve Sputnik V aşısı ile ilgili kritik açıklama https://t.co/s60cu2g71t,,,,,,
@IsabelRocio3011 Qué se jaló?...la Sinovac? ... Sharp cada día peor!!..,,,,,,
Nanaginip ako may vaccine na pero Sinovac lang. nagdalawang-isip. Kesa sa wala? Nagising ako@at hindi na makatulog.,,,,,,
México recibirá el jueves más de 487 mil vacunas de Pfizer y otras 500 mil dosis de Sinovac: Ebrard https://t.co/iwC9WqWHfm,,,,,,
"https://t.co/ymZFFuQK40
Sinovac ve Sputnik V aşısı ile ilgili kritik açıklama !
@saglikbakanligi",,,,,,
@m_ebrard señaló que con estas dosis se alcanzará la cifra de 17 millones 888 mil 350 vacunas contra el Covid-19 https://t.co/tyEoZ5JlQy,,,,,,
"2) Ketika memberikan kesempatan untuk Sinovac (asing) untuk uji klinis di indonesia, mengapa vaksin nusantara justru ditentang. Apakah penentangan ini karena latar belakang Dr Terawan yang bermasalah dengan IDI di masa lalu

Tanggapan saya dibawah ini",,,,,,
@allhlr @CNNIndonesia Ya kalo emang terbukti ampuh kenapa tidak. Daripada Sinovac yg gak jelas. Di Arab Saudi gak diakui. Terakhir dari China nya sendiri yg ngaku Sinovac kurang efektif. Udah banyak yg beli baru ngaku. 😂,Tidak Percaya,,,,,
"⁉️⁉️⁉️
¿Sabías qué el tiempo de aplicación que hay entre la primera y segunda dosis de la vacuna contra el Covid-19 varía dependiendo de la farmacéutica?

¡Aquí te contamos!⤵️

💉Pfizer: 21 días
💉Sinovac: 28 - 56 días
💉AztraZeneca: 84 días

#MonteríaVacunaSegura💉🔐 https://t.co/ChFRdXDEly",,,,,,
"Please.... just give us your vaccines if you don't want them....

Many want to be vaccinated here but they also want a choice. We only have sinovac because AZ ran out. https://t.co/Mb8GBkJPv8",,,,,,
"Vaksin Sinovac DITOLAK Lembaga Kesehatan Dunia WHO Dan Negara Arab Saudi, Bagaimana Nasib Jamaah Haji Indonesia ? https://t.co/we92cjikzi https://t.co/spJHCsmzwn",Tidak Percaya,,,,,
"Jubilados del IESS ya se vacunan contra el covid-19, afirma el ministro Salinas. Los adultos mayores de 65 años reciben las de Sinovac y Pfizer; los de entre 18 y 65 años, la de AstraZeneca. https://t.co/GEjd8lYnG0",,,,,,
"Jubilados del IESS ya se vacunan contra el covid-19, afirma el ministro Salinas. Los adultos mayores de 65 años reciben las de Sinovac y Pfizer; los de entre 18 y 65 años, la de AstraZeneca. https://t.co/CgvuVzkYkW",,,,,,
"Pfizer/BioNTech aşısının son etkinlik oranı %91,3 olarak açıklandı. 
Moderna aşısının ise %90’ın üzerinde olduğu belirtiliyor. 

Ps: Her iki ülke de etkinlik oranı son araştırmada %51 olarak açıklanan Sinovac aşısını kullanmıyor.",,,,,,
@HappyKid007 @AprilfoolDude @ik_er_iam @inquirerdotnet Hahahahahahaha so papabakuna ka din palanng sinovac kahit galit ka sa sinovac 😂 Anong tawag sayo????? Sino ba naging choosy? di ba ikaw na nagrereklamo 😂😂😂😂😂,,,,,,
"La Conmebol recibirá 50 mil dosis de la vacuna china de Sinovac | ""Para inmunizar a los planteles principales del fútbol sudamericano"" https://t.co/X1rHl1piGG a través de @Pagina12",,,,,,
"No estoy de acuerdo con la inmunización, pero por qué en Guayaquil no ponen la Pfizer si no la china sinovac, que no sirve de nada ? https://t.co/O11dFTjGrh",,,,,,
Китайская фармкомпания Sinovac стала официальным партнером в области медицины и здравоохранения Кубка Америки 2021 года и безвозмездно передаст 50 тысяч доз вакцины от коронавируса Южноамериканской конфедерации футбола. https://t.co/LH4YnAQQuS,,,,,,
@edowoo Por la chucha! sabía que debi haber esperado. Tengo asma y me vacuné el. 16 de marzo y me dieron Sinovac. De haber sabido habría ido esta semana para tener Pfizer.,,,,,,
"@juanseapi @jathibaut @HGomez_Chile @covid19cl Planita como el horizonte.
Ojalá se pudiese tener full info de 70+ en otras instancias hospitalarias (intermedio, sala común y Urgencias). 
La Sochimu creo que está tirando estadísticas pero sin desglosar por edad.
Turquía hoy tuvo récord y está vacunando con Sinovac.",,,,,,
@KompasTV Memangnya Sinovac dibuat di Indonesia?,,,,,,
"Líbia 🇱🇾 - Turquia fornece à Líbia 150.000 doses da vacina Sinovac COVID-19.

https://t.co/q0e5SB1vrf

G.G.",,,,,,
Las segundas dosis de sinovac?????? @Fruizgomez https://t.co/1nLaJun99U,,,,,,
@NelsonF61798110 @dicarape Si es sinovac se ponen las dos dosis a quienes ya tuvieron la infección,,,,,,
@Nico_Briant @sebakern @Fontan24 @chubonelli Totalmente falso! En Argentina se han puesto de acuerdo para decir que Sinovac es mala. Las investigaciones por parte de la Universidad Católica y el Instituto Milenio arrojó un 90% de anticuerpos después de la segunda dosis https://t.co/Qxu7eCJnIX,,,,,,
"@dulceflorencia @sergiouy125 Tengo las dos dosis de Sinovac, la segunda hace ya más de 14 días. Ni un dolor de cabeza. Y como yo, la enorme mayoría. Infórmese. Los Reyes no existen...",,,,,,
"vaksin nusantara itu basically esemka. avanza/xenia/agya/ayla bisa achieve tkdn 94% meskipun badge merek jepang, esemka yang ""nasional"" cuma 60%.

same goes with ""chinese"" sinovac yang part of the process udah di biofarma bandung vs ""nusantara"" but imported from us",Tidak Percaya,,,,,
"@LiberalNoProgre @noticiAmerica @FSagasti Eso no es cierto, se nota q eres fanatico de beto. Lo q comentaron se refería a sinovac. Bueno para q discutir con Uds debe estar muy jodido de q rla no haya pasado a segunda vuelta, mejor evitarlos.",,,,,,
"フィリピンでこれまでに接種されたワクチンはSinovacとアストラゼネカの2種、約110万本、副作用とみられる症状が24,000件確認されたものの、死に繋がるような深刻な事例は確認されていません。
DOH: 24,000 adverse events, no deaths in vaccinations
https://t.co/nwi79Nbpwz",,,,,,
@Cris_noticias Tiene razón vos sos parte de la lacra mal informante q no sabe diferenciar de una vacuna sinovac de sinofarm.,,,,,,
@FocaMulticolor @salocinuy Ya vinieron un millón y medio de sinovac. Ya está la segunda dosis para los que ya se dieron la primera. Ese millón doscientos sirve para vacunar a 600000 con las 2 dosis,,,,,,
16 Abril - 09:00 hrs: “Efectividad de #Sinovac contra #SARSCoV2 en Chile” #COVID19 https://t.co/hOmkd5raEs,,,,,,
MESSI!!!! MESSI SE ENTERÓ QUE EN LA FARMACÉUTICA CHINA DE  LA VACUNA SINOVAC LO ADMIRAN Y LE REGALÓ TRES CAMISETAS AUTOGRAFIADAS Y CONSIGUIÓ 50 MIL DOSIS DE LA VACUNA PARA  LA CONMEBOL!!! https://t.co/1uqX8m5Tnc,,,,,,
"@valefajreldin @__Persefone__ Si, las aprobaciones “de emergencia” se hacen en base a resultados preliminares de estudios de fase III, tanto en el caso de Pfizer como el de Sinovac y Astra Zeneca.
Puedes revisar la información que se uso para las aprobaciones en este link

https://t.co/C8jn3ZCQ3d",,,,,,
@adventure265 Sinovac inşallah hocam 😁,,,,,,
"@MauVila @huachodiazmena
Serían tan amables de informarme cuándo pondrán la 2a dosis de Sinovac en Espita, ya llevo 29 dias que me pusieron la 1a, creo ya pasó mucho tiempo.",,,,,,
"Amigos de otro país: ¿qué vacuna tienen uds?
Yo: La china
A: Ah, Sinovac
Y: No... Sinopharm
A: JAJAJAJAJAJAJA

:C",,,,,,
"@News5PH @ShylaFrancisco Kahit ano naman gawin laging may batikos. Parang sa Sinovac lang yan, batikos now, una sa pila pag dating ng vaccinations. For sure ganyan din yan pag natapos Manila Bay rehab... Sila mauuna dyan for sure. 😂😂😂",,,,,,
"Anuncia Ebrard llegada de más vacunas contra COVID a #México para mañana; se trata de lotes de Pfizer y Sinovac

@m_ebrard 
https://t.co/pxO4wpWF7s",,,,,,
@GCuidandoGente @NuevaEPSOficial @MinSaludCol @Supersalud Señores desde ayer envié la información solicitada y aun no recibo respuesta por parte de uds. Como hacemos para saber la nueva cita para la segunda dosis de mi abuela con Sinovac.,,,,,,
@DirComNuevaEps @NuevaEPSOficial @GCuidandoGente @MinSaludCol @Supersalud Señores desde ayer envié la información solicitada y aun no recibo respuesta por parte de uds. Como hacemos para saber la nueva cita para la segunda dosis de mi abuela con Sinovac.,,,,,,
"@PabloSantiagoFS @AprilfoolDude @ik_er_iam @inquirerdotnet Oo. Papabakuna ako ng sinovac kung available na din para sa akin. Ikaw ba choochoosy ka pa eh tanga nga tong gobyerno na to...maspinipili yung mahal na wala masyado epekto kaya no choice na ako, kahit sinovac game na akong unghang ka. Hahaha",,,,,,
"@fenicio1846 @Majitostuits @salocinuy Las pfizer llegan de a más y la Sinovac viene en mayo, es público.",,,,,,
Nice gesture from the Ayalas..... pero sinovac sa seniors? https://t.co/LfQeDHxlii,,,,,,
"@JorgeWated @Cata_Espinel @EstebanOrtizMD Hola, en Guayaquil están poniendo la Sinovac en adultos mayores, pero el ministro de Salud dijo que solo aplicarían Pfizer, por qué cambiaron ahora?",,,,,,
"Columna de opinión 

⚽ #Conmebol y las #Vacunas: Que la pelota no se manche, la última esperanza como humanos. Por @jotaposta

 #Sinovac #Sinofarm #SputnikV #Pfizer #FútbolArgentino

https://t.co/l17QpH0Wi7 https://t.co/9EXYpu56DO",,,,,,
"@Majitostuits @salocinuy Tenemos compradas Pfizer 1 millón y medio y otro tanto de Sinovac. Tenemos más dosis que habitantes, siempre podés compararte con países afines al FA, en dónde no solo no hay vacunas, sino que las que hubo se las dieron a políticos y famosos.",,,,,,
@AgusRyuu @SergioChouza @Ms_HartaDeTodo Es cierto! con la sinovac,,,,,,
"@BielsaPito @24HorasTVN En serio?

https://t.co/0bappwaadF

https://t.co/8mbPe2uIoL

https://t.co/23ZUq0sSe7",,,,,,
"@CuarentenaVip Sinovac, franja 55 a 59 años",,,,,,
"Es una buena noticia que se entregue, por fin!

Esperamos mañana para ver tamaño grupos vacunado y control.

Total voluntarios 2300 según actividad internacional Sinovac hace 3 semanas.

Brasil 12500 voluntarios, eficiencia 50,4%.

Turquía sobre 70%

Chile, and the winner is... https://t.co/xAZzVYZEkh",,,,,,
México recibirá el jueves más de 487 mil vacunas de Pfizer y otras 500 mil dosis de Sinovac: Ebrard https://t.co/6rhJ7J6afi,,,,,,
@patosalazarv Que se sigan cuidando! La vacuna es efectiva 2 semanas después de la segunda dosis. Sinovac,,,,,,
Anyone who have tried Sinovac? How was it?,,,,,,
@electrodjay @alb0black Vamos a tener que precuparnos menos de pseudonimos raros y mas de leer ;)  https://t.co/syLgJsdpBW,,,,,,
"Anggota Koramil 21/Palakka Kopds Samaila  melakukan pengamanan kegiatan Suntik Vaksin Sinovac untuk purnawirawan TNI AD di Aula UPT Puskesmas USA, Kecamatan Palakka, Kabupaten Bone. https://t.co/wGIyrMpW0w",,,,,,
@JKJAVMY Yang kami takut ialah kematian kerana Covid. Adakah kes kematian dalam kes simtomaik dan kes memerlukan bantuan? Takkan tiada kes lansung. Maka 50.7% ialah angka yang harus diguna pakai. Analisa telah confirm Sinovac memang tidak berkesan dan membuang masa.,,,,,,
"Amankan Pelaksanaan Vaksin, Babinsa Koramil 21/Palakka Dampingi Pensiunan TNI AD Suntik Vaksin Sinovac https://t.co/FLT4Av3PMD",Percaya,,,,,
Day 6-7: 1 week after the vaccine buhay pa naman 🥲 hindi na mabigat yung tinurukan at wala na rin ako excuse para hindi mag exercise. 😅 #Sinovac #CovidVaccine,,,,,,
"@lisobicho Segundo, el sistema hospitalario está al borde del colapso. El 96% de las camas están ocupadas
Tercero, es el país que más ha empeorado en tanto salud mental
Cuarto, la vacuna de Sinovac Biotech tiene un poco más del 50 por ciento de efectividad. Sirve para casos graves.",,,,,,
Hora 21:15 recibí la dosis2⃣ de Sinovac en Antel Arena 🤢 (me la reprogramaron a ese lugar).,,,,,,
"#14Abr 🌍 | Conmebol recibirá 50.000 dosis de vacunas Sinovac para sus torneos
https://t.co/z0MAbIqPPx",,,,,,
"#NACIONAL A través de su cuenta de Twitter, Ebrard Casaubón dio a conocer que serán 487 mil 500 dosis de vacuna #Pfizer y 500 mil de #Sinovac
https://t.co/EsdtFkHjGm",,,,,,
"#Entérate || #México recibirá mañana 987 mil 500 dosis de #VacunasCOVID19 de las farmacéuticas @pfizer y #Sinovac.  

#AgenxiaMxNoticias 
https://t.co/67Vvrr7WS2",,,,,,
"Empresa china Sinovac entregará a la Confederación Sudamericana de Fútbol (CONMEBOL) una donación de 50.000 dosis de su vacuna contra el covid-19 en apoyo a la realización de la Copa América de este año.
https://t.co/eYeHJdWoXr",,,,,,
"#CDNTopStories: The Department of Health in Central Visayas (DOH-7) has announced that the region is getting an additional 44,400 allocations of the Sinovac vaccine.

Read more: https://t.co/PwTpxQdf75 #CDNDigital https://t.co/oeOuwlcucx",,,,,,
"@mundtgmo @robertomendez Por la chucha señor!!! 
Qué parte de 54% efectividad para REDUCIR CONTAGIOS no ha entendido???? 🤦‍♂️
Sinovac 100% efectividad casos graves/hospitalización 14 a 28 días post 2.ª dosis.",,,,,,
@nayibbukele Llevamos buen ritmo. A este paso en menos de un mes se habrán aplicado el millón de vacunas ahora  esperemos que el otro millón  de #Sinovac venga pronto y que las otras vacunas de #AstraZeneca y #COVAX también lo hagan para seguir así.,,,,,,
"@RobinsonDomingz @Julianaramirez6 @Fruizgomez @MinSaludCol @UNGRD @Supersalud @MiyerTorresA @SaludCali @JorgeIvanOspina Le dijeron lo mismo hoy a mi abuela. Acudió a las 12:40 m. a la IPS de Villacolombia, en Cali, y que no había vacunas Sinovac para aplicarle la segunda dosis... y eso que el sábado 10 de abril le agendaron la cita desde esa IPS a través de una llamada.",,,,,,
México recibirá el jueves más de 487 mil vacunas de Pfizer y otras 500 mil dosis de Sinovac: Ebrard https://t.co/UTO1Zq5dt7,,,,,,
@conradoh47 Gracia Connie. Espero siempre los miércoles tu aviso. Me dan mucha alegría y esperanza. Por más uruguayos vacunados 🙏💪🏻💉. Yo acabo de recibir la 2da dosis de Sinovac. Feliz y a su vez muy consciente de que hay q seguir cuidándonos. #UruguaySeVacuna,,,,,,
Presidente mis hijos están llorando porque la Sinovac tiene poca efectividad,,,,,,
@Fruizgomez @MinSaludCol @infopresidencia Necesitamos las de sinovac yaaa para las segundas dosis de nuestros padres por favor hagan algo urgente !!!,,,,,,
"@agdws @CONMEBOL Primero me parece una vergüenza !!! 
Segundo , la Sinovac es la peor vacuna que tiene solamente 3% de efectividad !!!!!",,,,,,
@PulmAdvisor @saccularis Ben bu yüzden sinovac aşısı olmak istiyorum. Mevsimsel alerjik rinit var bende.. Şimdiden başladı hapşırık burun akıntısı..,,,,,,
"@Romer1Isabel @Maypa2010 @robertomendez La realidad es q los laboratorios no han cumplidos sus contratos, las Sinovac pendientes (500.000) son segundas dosis y ahora se está poniendo pfizer q llegan a ritmos muy bajos (250 mil app). Porque crees q se aprobó Cansino?Llegarán 1,8 millones de dosis entre 2 a 3 semanas más",,,,,,
"quien efectivizó la entrega y acondicionamiento de las vacunas SINOVAC, para que fueran transportadas en condiciones optimas hacia la Base Artigas.",,,,,,
ว้าวซ่าป้ะอีเหี้ย ไทยได้ vac ของ SINOVAC กับ AZ ซึ่ง SINOVAC ทางประเทศผู้ผลิตเค้าก็ออกมายอมรับแล้ว ว่าคุณภาพต่ำ กำลังจะให้เลิกฉีด แล้วหันไปทำสูตรใหม่แทน ในขณะที่ AZ หลายประเทศในยุโรปก็ให้เลิกฉีดแล้ว เพราะเสี่ยงต่อลิ่มเลือดอุดตัน ว้าวซ่าประชาชนชาวไทยจริงๆ 🥲,,,,,,
"@RetornoPapai @lerusko @BMengato @dio_xavier @jdoriajr o acordo COM A SINOVAC, que não incluía, OBVIAMENTE, uma vacina para uma doença QUE NEM SE SABIA QUE EXISTIA.",,,,,,
"@CuarentenaVip Sinovac dos dosis marido y yo. Nada de nada.
Conocidos c pfizer q las 72 hs decaimiento x uno o dos días incluida fiebre y artralgias. Despues pasó.",,,,,,
Este jueves llegarán a México más vacunas anti Covid: 400 mil dosis de Pfizer y 500 mil de Sinovac https://t.co/BwWSgnBMA5 vía @SinLinea_Mx,,,,,,
#ReporteCoronavirus | La china Sinovac donará 50.000 vacunas para la Copa América https://t.co/XS0tf0vtLd,,,,,,
"ILOILO CITY — Dagdag na 28,800 doses ng Sinovac vaccine dumating sa Iloilo; senior citizens na nagparehistro upang magpabakuna sa Iloilo City, mahigit 10,000 na.  (via @GMARegionalTV #OneWesternVisayas) #LocalNewsMatters

https://t.co/FchCarGdPJ",,,,,,
@DrRomainBrunel Necesitamos son las de sinovac yaaaa para las segundas dosis!!!,,,,,,
@Steven76768304 @LuisReFra @ParodismoD @Gabrielhpereyra Se les dio sinovac a esos. Adultos mayores y personal de salud son pfizer,,,,,,
La china Sinovac donará 50.000 vacunas para la Copa América via @el_pais https://t.co/JOZOQLqdN0,,,,,,
"@ANCALERTS US/UK-made vaccines for Vis-Min?
Sinovac for NCR Plus, Luzon? 
I hope not. 🤞",,,,,,
@nayibbukele Y ojalá dentro de poco venga el otro millón de vacunas además si se pudieran comprar más vacunas a #Sinovac seria bueno ya que las de #AstraZeneca nunca que vienen y ya se han ganado mala reputación por los efectos secundarios.,,,,,,
"@jvejercito uhm... politicians getting vaccinated when there are healthworkers refusing Sinovac isn't going to improve vaccine confidence.  you know what will?  making FDA really independent, and allowing it to function without outside pressure - the way our laws intended it to.",,,,,,
"@mpadillaopp @jmanalich Puedes tener las dos dosis de sinovac, pero te agarras la cepa brasileña y te puedes morir igual, son demasiadas mutaciones y tendría que haber vacunas para cada una de ellas.

Por eso nunca hay que dejar de cuidarse y te digo qué hay COVID para rato.

Fuente: trabajo en un lab",,,,,,
"LINING UP FOR SHOTS OF HOPE IN LA TRINIDAD
Individuals falling under the A1 and A3 categories patiently wait in line at BSU. They have to go through the different steps of registration, counseling, and vital signs monitoring before they get their Sinovac shots. https://t.co/t9QaWm9zRl",,,,,,
"The Sinovac COVID-19 vaccines successfully delivered to:

✅ Cawangan Farmasi Logistik Negeri Sarawak

#jomcucuk #vaccinearrival #lindungidirilindungisemua https://t.co/CbWmjsvLIY",,,,,,
"Sebastián Schulz, María Teresa García y Lucas Villasenin analizaron el programa de radio de La Ruta China la confusión generada … https://t.co/YtiXoopbSw vía @LaRutaChina",,,,,,
Settle first dose sinovac vaccine💉 https://t.co/qx7Vt9Dmcd,,,,,,
@sonnyrosario @AFPespanol Yo me vacuné con Sinovac pero igual aceptaría cualquier otra vacuna par a ganar mayor inmunidad.,,,,,,
"@SkyUtopian Sinovac like all vaccines will protect you from severe illness or even  death . 

It has a much lower efficacy rate in blocking infections though but clinical trials showed it prevented hospitalization and death in COVID-19 patients. 

https://t.co/d7HKDHhOGX",,,,,,
Cali recibió 40.000 vacunas de Sinovac para aplicar segundas dosis a mayores de 70 años https://t.co/liHr29Dlj3,,,,,,
@Vignia Sinovac,,,,,,
"@TMT30_ Disculpe Tere 
Que mismo es todo este embrollo.

Las vacunas VIP no eran AstraZeneca?

Y las vacunas para los ancianos y vulnerables eran Sinovac?

Por favor tenga paciencia y expliqueme",,,,,,
@Muni_LasCondes @CorpLasCondes Mañana van a tener la Pfizer o la sinovac como primera dosis a los de 48 años?,,,,,,
@Rorro_logo Sinovac o pfeizer?,,,,,,
"@salocinuy A ver si me ayudan, hablando de Sinovac, hay 800.000 personas aprox. con la primer dósis, a mediados de Mayo llegan 1.250.000 más, o sea, 800.000 para la segunda dosis y sobran 450.000 para los que esperan en agenda. 
Serán vacunados solo 225.000 más? Es muy poco!",,,,,,
@latinus_us Sinovac?  Municipio Jiménez https://t.co/SHIOyfvQpj,,,,,,
"Uuyyy @annecurtissmith @angelica_114 @lizasoberano ayan. Since ayaw nyo ata ng Sinovac or Sputnik baka kasi you know, may parating na Moderna in May. Kakahiya naman kasi sa inyo

https://t.co/l7HSPL3HpD",,,,,,
@ClauditaCavallo Sinovac,,,,,,
"@KMOrlanda Unfortunately, Sinovac at Aztra pa lang ang available sa Pilipinas. But really, the best vaccine is the ones available to you now.",,,,,,
"@Julianaramirez6 @Fruizgomez @MinSaludCol @UNGRD @Supersalud @MiyerTorresA @SaludCali @JorgeIvanOspina Hoy le tocaba a mi abuela la segunda aplicación de la vacuna sinovac y no se la pudieron aplicar porque no la hay! Y que la EPS no llama para saber cuándo la aplican, si no tener que estar perdiente nosotros cuando llegue!",,,,,,
@straits_times Hkers mostly is vaccinated by sinovac a ccp vaccine. does it meant singapore trust sinovac? hk is control by a totalitarian regime ccp thst destroy HK democracy. i bet our govt never care abt democracy nor safety. $$ first.,,,,,,
