Tweet,Nilai,,
"Entah berapa kali aku pujuk parent untuk amik vaksin ni. Lepas pujuk, dorg baca kat facebook, haa mula laa taknak amik kata nnti kena ni laa , kena itulaa. Dahh kena pujuk balik. Tak guna betul laa berita2 mcm tu. Haishh",,,
"Sudah seharusnya rakyat patuhi prokes dan Pemerintah serius upayakan vaksin bagi rakyatnya. 
Sepakat TundaMudik https://t.co/u4Fj8Hx5Ca",,,
"Sepakat TundaMudik
Pemerintah terus mengupayakan untuk pengamanan ketersediaan vaksin yang dipakai untuk vaksinasi bagi seluruh masyarakat Indonesia. https://t.co/EmWVv1Sv6E",,,
"@partimuda Asalnya, Oxford berhasrat utk menyumbangkan hak utk mengeluarkan n memasarkan vaksin itu kpd mana2 pembuat ubat yg ingin melakukannya, ttp setelah Yayasan Gates mendesak Oxford utk mencari rakan kongsi syrkt besar utk mengeluarkan vaksin COVID-19 ke pasaran, Oxford akur.",,,
Selain program vaksin gratis ada juga vaksin gotong royong Sepakat TundaMudik https://t.co/lyAMTnIngw,Percaya,,
"8. Masa cucuk doctor akan maklumkan yg dia sapa n akan cuck kita ngan vaksin apa. Siap cucuk kene scan bar code lagi sama juga dekat pendaftran vaksin kat my sejahtera tu.

9. Pindahh lagi bahagian lain kali ni. Mereka akan maklumkan jika berlaku alahan ataupon apa yg berlaku.",,,
"So, kalau letak “frontliner” depan nama, boleh potong queue vaksin?

Hai saya Frontliner Zack!",,,
"Sukseskan Vaksin

Sepakat TundaMudik https://t.co/BcsXE1Qkhk",Percaya,,
Yang cucuk vaksin 2 dose punn kena getahhh dgn kerjaan 🤣🤣,,,
Rilek jelah kami banker ni dari 1st MCO pun kerja je tak mintak pun layanan istimewa nak vaksin bagai. Bagi lah betul2 frontliner yg layak dapat dulu. Tak payah lah terpaling dia punya sector je yg kerja . Lol https://t.co/AHIC55i4xS,,,
"Oi korang yang dah cucuk 2 vaksin, dah boleh rentas negeri blom? Hahaha kena scam dengan kerajaan",,,
"@Nzatul4 @f4kr0ls00d @DGHisham Laaaaa, kita percaya semua. Sebab percaya itulah maka Di perkenalkan tentang makhluk ni. Dalam virus pun ada hidupan Dlm vaksin pun ada hidupan yg bukan takat manusia Pakar je tahu, Allah pun lebih besar pengetahuan nya Di sebalik bendasing ni. Cuma terlalu sedikit manusia semak.",,,
"yungalaaahh....
iling ebes ku, anti vaksin, anti corona. sakti manda guna.
fak....... https://t.co/iuFvDwecll",,,
"@azmanrocks Hack acc minah ni, tukar content dia ke pro vaksin https://t.co/4nH9lMj2RU",,,
"6. Di refer pulak ke Dr. untuk dia bagitau kita pasal vaksin ni n korang boleh tanya soalan jugak kat Dr. Kat sini korang kene tanda tangan borang yg kita isi mula2 tadi. Tanda kau bersetuju ambik vaksin ngan syarat2 dia.

7. Pindah lagi bahagian lain lagi. Kali ni baru cucuk.",,,
"sebenarnya tahu Covid ni takkan tamat dalam masa terdekat, just sekarang masih berharap, masih berdoa dan ikhtiar secepat mungkin untuk dapat vaksin.",,,
Yayyyy @munaabella dah dapat dos pertama untuk vaksin Astra Zeneca. Jom tengok journey dia ambil vaksin ni. 😀 #sharERA https://t.co/zwGF8mCoFt,,,
ALHAMDULILLAH! DONE VAKSIN! Rasa mcm another level dah ni. #CucukMYAZ https://t.co/qt3u02DBhA,,,
@daisyminusone Tgl 7 sih vaksin.. baru 2 hari,,,
Bisa-bisanya aku baru sadar sekarang kartu vaksin hilang😬 wah udah dipake orang tuh identitasku buat pinjol,,,
"Stok Vaksin Aman. Sebanyak 1, 389 juta siap di pakai. 
Yuk Sepakat TundaMudik https://t.co/Cph12jkmtf",Percaya,,
"@iqbalnsri aku carut je HAHAHA, hang amik vaksin dengan hang tak solat mana lagi yahudi suka? terdiam seketika HAHAHAH",,,
"Logiknya mudah, semakin ramai yang menerima vaksin, tanpa mengira siapa dahulu atau varian vaksin, semakin cepat kita mencapai imuniti kelompok, yang bakal melindungi kita semua seluruhnya.

Tulisan saya di Berita Minggu hari ini

https://t.co/JK7yK7IapH",Percaya,,
"1,389 juta dosis vaksin siap pakai AstraZeneca tiba di Indonesia. Secara keseluruhan Indonesia telah mengamankan 75,91 juta dosis vaksin dari Sinovac, AstraZeneca, dan Sinopharm. Meski ada vaksin, saya berharap masyarakat tetap waspada dan mematuhi protokol kesehatan.
#covid19 https://t.co/q4LPvHF6Ru",Percaya,,
"@pop_gula Berulang jika ada yg follow sop &amp; jika dah dpt vaksin pun perlu 3 thn utk membentuk komuniti tahan penyakit. Lagi ada yg degil, ego &amp; antivaksin",,,
Sye staff hotel..and pekerjaan kiteorang mmg terdedah dengan org ramai yang dtg dari luar mane ntah..amat berisiko utk kiteorang..and fyi hotel still ade yg dtg esp utk yg kuarantin..mostly company akn guna hotel sbgai tmpt kuarantin staff diorang...vaksin utk ktorg x membazir ye https://t.co/ceEfllH4rl,,,
"Kegiatan pendampingan vaksin berlangsung selama tiga hari, yaitu pada Selasa (4/5), Jumat (7/5), dan Sabtu (8/5).  https://t.co/ZuGd1PI7iS",,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. 
Yuk Sepakat TundaMudik
Bersama GISELLE https://t.co/BNbsHvIRec",Percaya,,
"4. Pastikan anda keluarkan IC siap2 sebab mereka nak check betol ke idok kita ni penerima vaksin tu.

5. Dah masuk duduk lagi menunggu. Kali ini mereka akan daftar nama kita dalam sistem. Ic jangan simpan kat sini nak pakai. Kat daftar vaksin tu ada scan qr code utk daftar.",,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. 
Yuk Sepakat TundaMudik
Tetap Patuhi Prokes.
cc. Dikta https://t.co/kUQteIwL4H",Percaya,,
Rossi lepas vaksin https://t.co/gQWXw5L9PP,,,
"Shit petronas ja ka viral sebab dapat vaksin awal,tapi awat mostly industry kilang dah kena register sinovac",,,
"Tetap Waspada Jangan Lengah. 
Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/pglRZhn2Jz",Percaya,,
@txtdarigajelas Gini nih klo kecil nya di imunisasi tapi vaksin nya dah expired,,,
"Tidak mudik karena larangan pemerintah ❌
Tidak mudik karena ada jadwal vaksin tahap 2 ✅ https://t.co/OjBJcClgAU",,,
Vaksin sdh tiba -   Sepakat TundaMudik https://t.co/1OhxMv6EHX,,,
Masih tak ada jawapan ye sama ada larangan rentas daerah dan negeri tanpa kebenaran polis terpakai kepada penerima vaksin yang ada temujanji selepas 10 Mei,,,
"Tolong la. Kalau yang jenis anti vaksin yg tknk pfizer ni tk hadir appointment, bg la vaksin tu pada kami yg nak. Just like we did fo AstraZaneca. Please!",,,
"@MRizalMSaad @MunirDarussalam @marcaqil @f4kr0ls00d @DGHisham Ooo sama ramai cam India ke?
Cuba check sendiri. UK citizen berapa orang America citizen berapa orang? Berapa yg dah suntik vaksin?",,,
"Btw, Pembela PATI @Khairykj kata PATI yg duk sabatoj ini pun akan dapat FREE Vaksin hasil cukai titik peluh Rakyat 🇲🇾

CC
@KDNPUTRAJAYA @IsmailSaid087 @IsmailSabri60 @kw_seriwilayah @SubashCBose6 @zulkiflibujang @RameshRaoAKS @DrAdhamBaba @AzminAli @KP_JIM @imi_wpkl",,,
"Pemerintah mengupayakan keamanan ketersediaan vaksin di Indonesia bagi masyarakat. 
Sepakat TundaMudik https://t.co/W5IxEphzzx",Percaya,,
"Vaksin yang telah datang di Indonesia harus bisa dimanfaatkan dengan sebaik-baiknya demi keselamatan seluruh masyarakat Indonesia.
Sepakat TundaMudik https://t.co/iTgnqXDS4e",Percaya,,
"Pemerintah terus mengupayakan vaksin, jadi kita tetap harus patuh menjalankan prokes
Sepakat TundaMudik https://t.co/fuHCd48Bwq",Percaya,,
"Sepakat TundaMudik
Pemerintah sedang bekerja keras untuk menyediakan vaksin bagi rakyatnya.
Sepakat TundaMudik adalah kontribusi masyarakat untuk membantu upaya dari pemerintah dalam mencegah penyebaran pandemi. https://t.co/H2Hhwx9tfp",Percaya,,
"Aku bising lah tadi SIAPA YANG MENGHASUT NI YA ALLAH 😭😭😭Maktok siap cakap ""takpe lah marah je maktok tapi maktok taknak amik vaksin takpe maktok taknak"" 😤😭😤",,,
"COVAX Facility Kembali Kirimkan 1.389.600 Dosis Vaksin COVID-19 
ke Indonesia

https://t.co/igkNYCzlUj https://t.co/7xd4CGNxrQ",,,
"Pemerintah terus mengupayakan keamanan Ketersediaan Vaksin di Indonesia

Sepakat TundaMudik https://t.co/1NzTyzISi5",Percaya,,
"Langkah ambik vaksin 
1. Sampai scan my sejahtera n anda akan diberi borang 2 helai untuk di isi

2. Tunggu sebentar hingga mereka panggil slot anda macam saya slot 10am(ruang menggungu n kerusi disediakan)

3. Setelah dipanggil beratur tertib masuk.",,,
"Sebelum vaksin, silakan baca rekomendasi Perhimpunan Dokter Spesialis Penyakit Dalam Indonesia (PAPDI) tentang Vaksinasi AstraZeneca https://t.co/wx3ZsPUwq0

Informasi Sentra Vaksinasi Serviam:
https://t.co/ot5omk5hpx",,,
"@501Awani @KKMPutrajaya Harap percepatkan pemberian vaksin. Jgn tunggu lama. Kami disector corp jika ada tugas penting akan bersengkang mata, sanggup dtg kerj waktu cuti, balik hingga lewat malam demi menyiapkan kerja. Harap jabatan berkenaan dpt buat kerja dgn efficient. Agihkan vaksin secepat mungkin.",,,
"Demi Vaksin Merata

Sepakat TundaMudik https://t.co/hdSgrgpqKv",,,
"@rezzaizudin @itachifadhirul Tapi tadi doktor tu cakap dekat aku, siapa dah vaksin, dapat mencegah diri dari iluminati.",,,
Barang yang lagi rare dari vaksin! Finally dapat. @khairulaming https://t.co/SWE0QzMlAM,,,
Pastu mcm mana aku nk amek vaksin? Kepala pitok apa ko nih https://t.co/bdkUU93uc9,,,
"@ns_mr Sama la my parents and in laws pun. InsyaAllah. I mmg galakkan dorang amik vaksin. Tk amik vaksin, tkleh jalan2, pegi buat haji and all 😂",,,
"Selain Program Vaksin Gratis, Ada juga Program Vaksin Gotong Royong untuk membantu upaya pemerintah

Sepakat TundaMudik https://t.co/coMf5zHXh6",Percaya,,
"Total Jumlah Vaksin Astrazeneva Batch Ketiga adalah 1.444.900 Dosis

Sepakat TundaMudik https://t.co/OXu2IqlKjx",,,
"BREAKING: Para ahli menyimpulkan, vaksin Covid19 aman untuk ibu hamil.",Percaya,,
"Pemerintah Indonesia sudah menerima Vaksin Astrazeneca total sampai batch ketiga

Sepakat TundaMudik https://t.co/RIKcfulcpx",,,
bun kalo punya anak kecil jangan lupa di vaksin ya biar besar gak kaya gini https://t.co/K7SpDnS56B,,,
"Sebanyak 1,389 Juta Dosis Vaksin siap Pakai

Sepakat TundaMudik https://t.co/tm88xMYfz3",,,
Efek vaksin kedua yang bikin batal puasa 2 hari,,,
"@HaziqShaf Orang politik ramai sedap potong barisan ambil vaksin , tiba-tiba cadang suruh orang awam ambil ubat tradisional cina 😂",,,
"Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/ZECScHbR8b",Percaya,,
@rezzaizudin @itachifadhirul Tula tu. siapa la fitnah haikal anti vaksin. Haikal anti-zina je,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. Tetap Waspada
Yuk Sepakat TundaMudik
Tetap Patuhi Prokes. https://t.co/KjWrT0P53O",Percaya,,
10.000 Pedagang Pasar di Sleman Segera Vaksin Covid-19 https://t.co/qryTBDk07b,Percaya,,
"Dengan datangnya vaksin astrazeneca batch ketiga adalah salah satu usaha dari pemerintah agar pandemi segera berlalu dari Indonesia.

Sepakat TundaMudik 

https://t.co/A9bW80N0tn",Percaya,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. Tetap Waspada
Yuk Sepakat TundaMudik https://t.co/APnhUe4NxR",Percaya,,
"Stok Vaksin Aman. Tetap Waspada
Yuk Sepakat TundaMudik https://t.co/s4oxbyKVbP",Percaya,,
Usually maktok kalau psl kesihatan dia lah paling awal hmmmm aku teringat hari tu pakcik aku bgitahu maktok yg ada org meninggal lepas cucuk vaksin &amp; aku syak sebab ni jugak 😤😤,,,
dah 22 jam after amik vaksin badan aku start lemah and rasa nak demam . act semua tu symptom biasa je,,,
"Kalau nak bawa pen sendiri pon boleh. Sebab nanti nak isi borang tapi selalunya mereka ada sediakan.

Pastikan anda telah mengesahkan kehadiran anda untuk terima vaksin ye. Takut nanti nama anda digugurkan.",,,
"Selain adanya program vaksin gratis, ada juga program vaksinasi gotong royong untuk membantu upaya dari pemerintah agar pandemi segera berakhir di Indonesia.
Sepakat TundaMudik https://t.co/sJtidUCgqE",Percaya,,
"Hey hey hey, vaksin tu kalau avail mmg lama dah aku berbaris nak.",,,
ini efek vaksin apa emang gini ya 🥲,,,
Pria pria ini rela disuntik vaksin di bagian perut dengan iming-iming hadiah motor enmek. https://t.co/7q2n1eXLNT,Percaya,,
@ZOO_FESS Kalo udah 1kg lg di vaksin dan kasi obat cacing yah nder,,,
Tadi aku mintak ic number maktok nk check tarikh appointment tapi maktok cakap dia taknak amik vaksin sebab our relatives said 'the person at hospital' ckp org tua2 takyah amik vaksin bahaya 😭😭😭 https://t.co/tk7phBVHc5,,,
@paansyamim @azmanrocks Itu lah. Satu family saya tentang amik vaksin ni katanya ramai cg kene covid sebab vaksin. Nak kata bodo nnti nampak cam biadab pula.,,,
"Pengalaman tadi ambik vaksin Astra Zeneca :

INGAT - pegi awal supaya tak bersesak-sesak sebab orang ramai.

Ingat bawak IC ye itu penting tadi saya pegi ambik ada yg tak bawak IC. Pastikan bawa.",,,
COVID-19 | Tangani psikologi takut ambil vaksin https://t.co/v81LedJOs0 via @Audioboom,,,
"Setiap dosis vaksin yang datang Indonesia adalah harapan untuk kita semua agar bangsa Indonesia segera keluar dari pandemi.
Sepakat TundaMudik https://t.co/utOXR6tle3",Percaya,,
"Patutlah acah terpaling victim kesan vaksin, p belajar pun idok https://t.co/dYMtlpDkks",,,
"Kedatangan vaksin tersebut merupakan upaya dari pemerintah agar pandemi secepatnya berlalu dari Indonesia.
Sepakat TundaMudik bisa kita lakukan sebagai bentuk dukungan terhadap pemerintah. https://t.co/SZ20QKXiDp",Percaya,,
Vaksin ada dah pun makin naik kes. Kelakar lah,,,
"@jokowi Buat apa pakai vaksin untuk virus yg sifatnya self limiting virus? Kurang lebih 15 hari, virus mati sendiri. Mending habiskan uang utk buat RS2 baru, tenaga medis baru, dan mesin ventilator baru..yg harus ditekan itu angka kematian bukan angka penyebaran pak..bapak anti korupsi?",Tidak Percaya,,
"Vaksin astrazeneca telah tiba kembali di Indonesia sebanyak 1,389 Juta dosis vaksin.
Sepakat TundaMudik https://t.co/Ca8D9M1uE4",Percaya,,
"Pemerintah Indonesia sudah menerima vaksin astrazeneca total sampai batch ketiga adalah sejumlah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/40xW9AHX8k",Percaya,,
"Total vaksin AstraZeneca yang sudah diterima oleh Pemerintah Indonesia ada 6 juta dosis
Sepakat TundaMudik https://t.co/im2ocoXGRQ",Percaya,,
"Presiden @jokowi : begini seharusnya kita, rakyat Indonesia disiplin Prokes, pemerintah upayakan Vaksin.
Sepakat TundaMudik https://t.co/Lu7rUFvLgf",,,
Kita bisa memberikan kontribusi positif untuk mencegah penyebaran covid-19 dengan cara Sepakat TundaMudik untuk membantu usaha pemerintah yang sedang bekerja keras untuk mengusahakan vaksin untuk rakyatnya. https://t.co/uOSoTWCUSE,,,
@JazeeraJulaili @xyliuu Bawa nenek cucuk vaksin yg ramai kat situ cina je🥲,,,
Yang peliknya my mum baru je register vaksin terus dapat tarikh.. Rezeki https://t.co/eFoWTOsY75,,,
"Agen Perjalanan di Thailand Tawarkan Wisata Vaksin Covid-19 ke AS, Apa Itu? https://t.co/RBMcgr9yPz",,,
Patut la nak beli vaksin untuk rakyat takde duit https://t.co/WiIWMtc8o1,,,
"Dengan datangnya vaksin astrazeneca batch ketiga adalah salah satu usaha dari pemerintah agar pandemi segera berlalu dari Indonesia.
Sepakat TundaMudik bisa kita lakukan untuk mendukung usaha tersebut. https://t.co/2ciL2iCmfD",,,
"@HitsIndonesia_ @rudeski83 @anakpapua_ @IkonPapua @n_akb31 Koo kicep bangsat
Bales tu komenan saya!

Komenan template sales FUCKSIN isinya cuma nyembah"" VAKSIN",,,
@syzi_ Ohh macam tu...ini applicable to vaksin AZ dgn vaksin phase biasa jugak la kan? Process dia sama je ye?,,,
"Bagaimana pemberian vaksin #COVID19 akan dilaksanakan di Malaysia?

Infografik ini menerangkan secara terperinci.

Kementerian Kesihatan Malaysia - Portal Myhealth

#PKP
#KitaTeguhKitaMenang
#KomunikasiKita
#PsaCOVID19RTM https://t.co/z6jgxS16ol",,,
"udah lama gak buka twitter gara2 jadi tukang vaksin, gak bisa mainan hp kalau kerja 
rindu masa masa tenang 😶😶😶😶😶",,,
"Presiden Jokowi: Begini seharusnya kita, rakyat disiplin patuhi prokes, pemerintah upayakan vaksin.

Sepakat TundaMudik https://t.co/G2Zazu27mA",,,
"@muhamad_rizuan @DGHisham Setuju, lepas tu if polisi sama, jahanam juga kembali
1.cluster kayangan jangan double standard
2. Cluster kilang n tapak pembinaan segera ambil tindakan tegas
3. balik dari overeas quarantine wajib 14 hari
4. Sempadan n laluan tikus diperketatkn pemantauan
5. Vaksin disegerakn",,,
"Pemerintah sedang berusaha keras untuk menyediakan vaksin untuk seluruh rakyat Indonesia.
Melakukan Sepakat TundaMudik adalah salah satu bentuk kontribusi dari rakyat Indonesia. https://t.co/QXQP0oE0ka",,,
Doktor kata lepas vaksin tak boleh makan panas panas. Terpaksa beli awal https://t.co/pFhnB3m78v,,,
So nak pegi cucuk vaksin ni nak kena isi form cop dekat balai jugak ke? Ke gamble je pegi kalau kena tahan roadblock tunjuk dekat mysejahtera?,,,
"@asmatajuddin Dont worry tuan. Nanti bila dah sampai dekat pusat vaksin, akan ada doktor explain dekat kita pasal vaksin ni. Masa tu boleh decide nak terima atau tolak. Tiada paksaan.",,,
Paket-paket perjalanan yang ditawarkan memiliki harga beragam. Salah satunya berada pada kisaran Rp 34-91 jutaan. https://t.co/aRuRTWO3GE,,,
"Dukung Penghapusan Hak Paten, Indonesia Dorong Kesetaraan Akses Vaksin COVID-19 Bagi Semua https://t.co/PuyisG58MI",,,
"- “Dokter ya?”
- “Pasti sering dpt vaksin gratis nih”
- “Hei temen2, akhirnya juragan obat datang jg! !!”
- “Baunya sampel biopsi kek gimana si?”
- “Dulu waktu dikampus pernah diajarin cara bikin bom ga?”
- “Yakult kalo disentrifugasi, bakterinya pusing ato ngamuk?” https://t.co/g7ew6is6Rp",,,
"Dukung Penghapusan Hak Paten, Indonesia Dorong Kesetaraan Akses Vaksin COVID-19 Bagi Semua https://t.co/PuyisGmJEg via @Indopolitika",,,
"Ngikutin selebgram dgn 340k followers di IG karena style ootdnya keren. Ujung2nya unfollow karena dia punya mindset yg berbeda ttg vaksin dan covid.

Tp lumayan, bisa nambah insight karena bisa tau persepsi para anti vaksin. https://t.co/3bbD5mjV7S",,,
Yang dah amik vaksin tengah merentas ke tu. Ke tengah mereput juge https://t.co/TiBQDjQxG0,,,
"Ingat !!!
Pemerintah terus berupaya Mengamankan ketersediaan vaksin di Indonesia, yang mencapai 75.910.500 dosis vaksin.. https://t.co/uzlpMD3BRZ",Percaya,,
"Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/0vRlKKJGYY",Percaya,,
"Pemerintah telah memberikan vaksin sebanyak 75 juta
Sepakat TundaMudik https://t.co/9g3UBRaZh8",,,
"@ilaanne kalau after 3, u datang pusat vaksin, pastu tanya petugas yg ada dkt situ. kalau ada rezeki u, u akan dapat terus je masatu. sebab kadang ada yg dalam waiting list tu pun tak dapat hadir. &amp;&amp; kalau u tak dapat terus mungkin dorang akan letak nama u terus dalam waiting list",,,
"Ada vaksin gotongroyong dan vaksin gratis
Sepakat TundaMudik https://t.co/6Bce3LJvuO",,,
"Total vaksin 6 juta dosis
Sepakat TundaMudik https://t.co/UfcyJG4xiB",,,
"Perusahaan/Badan Hukum/Badan Usaha membeli Vaksin Covid-19 untuk program Vaksinasi Gotong Royong, lalu diberikan gratis untuk pesertanya.

Sepakat TundaMudik https://t.co/bDIgNZdGct",,,
@AdibahOj @takterqyira @pedoqpop Sama la aku keje dari MCO 1.0 cuti weekend pun di kerah belerja sampai 2nd McO dpt semula cuti ahad itu pun standby. Tapi sorry. Not an oil and gas pipol. Still sama tak dpt juga vaksin. Ok bye. Join the crowd.,,,
"@miranaddia Asal org kelantan je mesti bodoh. Lg2 yg kat Pasir Mas tu. Vaksin x nak,kurantin x nak. Tp nak sambut Raya. Bole mati agaknya x dpt sambut Raya. https://t.co/th0kpmSGV1",,,
254.180 Vaksin AstraZeneca untuk Lansia dan Layanan Publik https://t.co/6xy7YSXLwV,Percaya,,
"Jika kita hitung secara keseluruhan dengan ketibaan vaksin pada Sabtu pagi, 8 Mei 2021 ini, Indonesia telah mengamankan 75.910.500 dosis vaksin

Sepakat TundaMudik https://t.co/43Pi4tEOCl",Percaya,,
"Sebanyak 1,389 juta dosis vaksin siap pakai AstraZeneca dari Covax Facility kembali tiba di Indonesia pada Sabtu, 8 Mei 2021.

Sepakat TundaMudik https://t.co/F9ey2iTLaK",Percaya,,
"Sebelumnya Indonesia juga telah menerima vaksin AstraZeneca 55.300 dosis pada 6 Mei 2021. Sehingga jumlah vaksin AstraZeneca yang diterima dari pengiriman batch ketiga ialah 1.444.900 dosis.

Sepakat TundaMudik https://t.co/c2X6Y79VzY",Percaya,,
"Jumlah vaksin AstraZeneca yang sudah diterima Indonesia mencapai 6 jutaan dosis.

Sepakat TundaMudik https://t.co/riPOllNPaz",Percaya,,
"Anda demam selepas mendapatkan vaksin AstraZeneca? 
Dapatkan BANTUAN PERUBATAN dengan segera jika anda mengalami kesan sampingan berikut selepas divaksinasi (dalam tempoh 4 hari hingga 4 minggu) 
#KerajaanPrihatin 
#LindungDiriLindungSemua https://t.co/qp6tFr4Ehp",,,
"Mereka ga bisa disalahkan penuh. 
Aturan larangan mudik  ga konsisten pula, tidak ada tindakan hukum yang tegas. Langkah preventif pun bablas (misalkan pemberian vaksin khusus klaster pemudik) 🤷‍♀️ https://t.co/EE7IhwpVPl",,,
@IsmailSabri60 saya support total lockdown sejak kes meninggi ni. dan percepatkan vaksin utk semua rakyat @Khairykj,,,
"@amr_hmzhrfk @takterqyira @AdibahOj @pedoqpop Nak bersikap adil kena lah buat macamni, so fair. Takde la orang marah and pertikaikan. Everyone need vaksin for precautions. Hang taknak vaksin, lantak hang.",,,
"Mampos lah korang, semua nak jadi frontliner. Padahal dulu kemain mengata orang bukan frontliner ambik vaksin dulu, tetiba dia yg bukan frontliner pun tetiba nak vaksin awal. Palebutuh anda.",,,
Benda paling menakutkan adalah melihat mereka yang menolak vaksin dan anti-vaksin menggunakan agama sebagai alasan. 🏇,,,
"Orang tua la ni fikir kalau amik vaksin kebal dari Covid-19. And apa yang ada dalam kepala dorang, vaksin ni ada yang elok ada yang tak elok. Dapat yang tk elok, mati. Dorang cakap ramai orang lepas kena cucuk vaksin sakit itu ini icu sana sini. Adu aku penat dah ni nak bertekak",,,
mara aku da berpinar teruk ni. bertambah dgn panas. jap g aku yg tak cucuk vaksin ni yg pengsan mengalahkan orang yg kena cucuk vaksin,,,
"#BHdunia Pertubuhan Kesihatan Sedunia (WHO) mendakwa varian COVID-19 di India menular lebih pantas dan mungkin kebal terhadap vaksin, sekali gus menyebabkan bencana wabak di negara itu
https://t.co/YgtMZYv1gR",,,
agree sangat. uncle2 cina dekat tempat kerja selalu mintak tolong register kan vaksin. https://t.co/694Ll6Ls8t,,,
"wish ku abis lebaran ini rajin olahraga, rajin skincare an, rajin make sunscreen, dan terakhir rajin kerjain revisian. udah ini aja ada ga si vaksin biar ga males anjir :""",,,
@xdarkchocxx @infotwitwor_ Penggiat vaksin,,,
"Dah kerajaan bodoh, rakyat takmau vaksin pun bodoh. Dengar cerita mengarut pun bodoh. Dah semua bodoh berapa percent je yang pandai? Kita dengan india takde beza. Sebaik fasiliti hospital elok je. Kalau tak bergelimpangan lah mayat kat malaysia.",,,
Ayo bersama kita Ikut Vaksinasi agar Indonesia kembali pulih dari Covid. karena terbukti Vaksin Menurunkan tingkat infeksi di berbagai provinsi https://t.co/CYIM8rEOuh,Percaya,,
"@dr_koko28 Terus klo ada vaksin yg dibuat / memanfaatkan bagian dari binatang tsb gmn dok, masih jijik kah? 😁 Salah satu vaksin Covid19 ada komponen itu soalnya, hehe",,,
"@takterqyira Kalau kena, kena tutup platform. Shutdown platform, minyak xjalan. Minyak xjln, cmana Malaysia nak dapat duit. Dah xde duit cmana nak beli vaksin dan bayar duit menteri lg.",,,
hlysht pada akhirnya demam pasca vaksin,,,
"wktu raya cina, lps je beraya tp kena ikut SOP.. menjelma syawal x lps terus.. kata MALAYSIA negara islam.. wahai kerajaan, adakah kamu kalah dgn cina?? sblm ni kamu kata nk balik desa kena ambil 2 dos vaksin baru boleh.. skrg yg sdh ambil x lps balik? janji kamu letak mana??",,,
@ez_life1 @HausofHilton @anthraxxxx Dia bukan nak dpt suntikan. Dia nak volunteer kerja di pusat vaksin,,,
Gini banget efek dari vaksin astra zeneca🥴🥲,,,
"@DGHisham 1.cluster kayangan jangan double standard
2. Cluster kilang dan tapak pembinaan segera ambil tindakan tegas, PKPD etc
3. Yg balik dari overeas balik kepada quarantine wajib 14 hari
4. Sempadan negara dan laluan tikus diperketatkan pemantauan
5. Vaksin disegerakan

Mohon tegas",,,
@asyraf_wahaB747 Hahahahah damage control tak bagus. Mengaku je takda masalah pun. Mmg @IMOHQ byk kali dah bgtau bagi kami vaksin awal. Negara2 lain byk dah buat mcm tu. Sepatutnya takda isu pun tapi tula bodo taknak ngaku hahahaa,,,
"pengalaman di pasar saham waktu farmasi berjaya dulu, pokoknya H-1 event mau diadain (vaksin), jual semua, semua pokonya
dan terjadi lagi di dogecoin elon musk mau host SNL 8 Mei, H-1 harga $0.8, pas hari H, anjlok $0.5
hukum alam udah jelas kan wkwk",,,
@TAzuanAD @apanakdikato @MCAHQ @dapmalaysia @weekasiongmp @nicolewong89 @hannahyeoh @TeoNieChing @aazhar61 @Wak_Bossman @BosskuTeam @MatthewShanmug4 @PudinDon @BN4everTN5O Rakyat bkn buta. Rakyat jg tak pekak. Apakah kerajaan ada kaji secara mendalam tentang vaksin ini? Apakah ianya selamat utk golongan tua yg mengidap bermacam2 penyakit? KJ jgn tunjuk pandai. Awak tu hanya menteri cap ayam yg tak tau apa2!,,,
"@sayaokayke @anakdragun KJ sendiri cakap tak cukup vaksin utk PICK phase 3.tak vaksin cikgu,suruh murid dtg sekolah,kluster sekolah naik,buat PDPR tapi infrastruktur tak ada,pak su nak bagi bantuan laptop pun dah lesap.tapi betul la tu,yg jaga crew transfer tu paling frontliner&amp;layak dapat vaksin dulu",,,
"dah ketebak sii, sama halnya kayak isu vaksin $kaef bakal naik. eh waktu nyuntik vaksin pertama kali jadi arb
#dogetotheground",,,
Dia punya terpaling oil and gas tu fuh. Meh ah job kat oil and gas @zamey_ boleh dapat vaksin awal 🤣 kerja o&amp;g boleh jadi frontliner. Kerja construction tak dapat.,,,
Kalo Apa2 Berlaku Nanti Jangan Salahkan Vaksin Sebab Yang Meninggal Tanpa Vaksin Lebih Ramai Dari Yang Meninggal Akibat Vaksin Tok! https://t.co/zOpomF9QUl https://t.co/U7ohgOtUJh,,,
